"ID_DDJJ","AÑO_PRESENTACIÓN","NOMBRE","APELLIDO","ID_CARGO","CARGO","TOTAL_BIENES_MUEBLES","TOTAL_BIENES_INMUEBLES","TOTAL_ACCIONES","TOTAL_FONDOS","TOTAL_BONOS","TOTAL_TITULOS","TOTAL_DINERO_EFECTIVO","TOTAL_DINERO_ELECTRONICO","TOTAL_DEUDAS","FECHA_PRESENTACION"
26651,2023,Yanina Liliana,CONSOLI,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,600000,0,0,0,0,500000,0,,2023-03-28 00:00:00.000
26486,2023,Paola Soledad,HUCK,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),95500,2570000,0,0,0,0,316500,0,,2023-04-05 00:00:00.000
26660,2023,Patricia Susana,FORRADELLAS,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",404000,234000,0,0,0,0,350000,0,,2023-03-31 00:00:00.000
25465,2023,Maria del Rosario,ANGAROLA,2,ASESOR DE PLANTA DE GABINETE DE MINISTRO/ DE PROCURADOR GENERAL/ DE SÍNDICO GENERAL/DE PRESIDENTE DE COMUNA,0,3050000,0,0,0,0,2458,0,,2023-03-19 00:00:00.000
26313,2023,Leandro,MAGNERES,1,NO APLICA,6380000,0,0,0,0,0,100000,0,,2023-02-25 00:00:00.000
26382,2023,ROCIO SOLEDAD,FONTANA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),2597300,8005899,0,0,0,0,10000,0,,2023-03-14 00:00:00.000
26665,2023,Juan Carlos,ISI,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),816000,39748570,0,0,0,0,72460120,0,,2023-05-01 00:00:00.000
25926,2023,Luis Humberto,GIARDINO,1,NO APLICA,277551,9000,0,0,0,0,610000,0,,2023-01-12 00:00:00.000
25882,2023,CAMILO EDUARDO,PEREZ MANRIQUE,2,ASESOR DE PLANTA DE GABINETE DE MINISTRO/ DE PROCURADOR GENERAL/ DE SÍNDICO GENERAL/DE PRESIDENTE DE COMUNA,0,0,0,0,0,0,1000,0,,2023-01-10 00:00:00.000
26083,2023,Mariana Laura,ARRIBAS,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),227000,0,0,0,0,0,25489200,0,,2023-01-25 00:00:00.000
26084,2023,Maria Micaela,PARDO,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),1500000,4375000,3199488,23356856,0,219281524,50000,0,,2023-02-09 00:00:00.000
26241,2023,Luisina Victoria,POSSE D'AMICO,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,0,0,0,0,0,15000,0,,2023-03-30 00:00:00.000
26240,2023,Julia Alejandra,LARROSA,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,0,0,0,0,0,8000,0,,2023-02-28 00:00:00.000
26371,2023,Diego,Sgro,7,DIRECTOR GENERAL/ DIRECTOR DE LA PROCURACIÓN GENERAL,120000,140000,0,0,0,0,150000,0,,2023-03-02 00:00:00.000
26373,2023,Carola Viviana,JERSONSKY,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),203000,3108107,0,0,0,0,4614950,0,,2023-05-23 00:00:00.000
26459,2023,Victor Hugo,HOUDIN,2,ASESOR DE PLANTA DE GABINETE DE MINISTRO/ DE PROCURADOR GENERAL/ DE SÍNDICO GENERAL/DE PRESIDENTE DE COMUNA,0,8329100,0,0,0,0,2782500,0,,2023-03-10 00:00:00.000
26582,2023,Ezequiel,MONTANA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,6968000,0,3899586,0,0,5000,0,,2023-03-15 00:00:00.000
26626,2023,Maria Cristina,AVILA,5,CARGO SUPERIOR A COMISARIO,1086500,438649,0,0,0,0,1364000,0,,2023-06-28 00:00:00.000
26643,2023,Eduardo Alberto,MACCHIAVELLI,16,SECRETARIO,1310000,49958701,0,0,0,0,51000,109000,,2023-03-23 00:00:00.000
25749,2023,Jorge Luis,SILVA,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",1950000,31995000,0,0,0,0,7720,0,,2023-01-03 00:00:00.000
26228,2023,Pablo Enrique,GARAY,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",900000,15220000,0,0,0,0,313250,0,,2023-02-15 00:00:00.000
26405,2023,Natalia,TANNO,7,DIRECTOR GENERAL/ DIRECTOR DE LA PROCURACIÓN GENERAL,150000,3225600,0,0,0,0,2674016,0,,2023-03-06 00:00:00.000
26566,2023,Candela María,ALVAREZ CASTRO,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,0,0,0,0,0,20000,0,,2023-03-27 00:00:00.000
26658,2023,Sebastian Daniel,MORENO,5,CARGO SUPERIOR A COMISARIO,406000,1770000,5270,0,0,0,10400000,0,,2023-03-30 00:00:00.000
26694,2023,Cynthia Alejandra,GUOZDEN,1,NO APLICA,25000,1252667,0,0,0,0,80000,0,,2023-03-31 00:00:00.000
25756,2023,Andrea Eugenia,CAMERA,1,NO APLICA,1717505,71530500,0,0,0,0,200000,0,,2023-08-14 00:00:00.000
25973,2023,Jorge Gustavo,AYALA STRECK,1001,GERENTE / SUBGERENTE OPERATIVO,201120,357280,0,0,0,0,20000,0,,2023-06-30 00:00:00.000
26124,2023,Carlos Alberto,MONACO,1,NO APLICA,54000,13558550,0,0,0,0,200000,0,,2023-02-02 00:00:00.000
26061,2023,Cristina Elena,DESIDERIO,1,NO APLICA,2249900,110000,0,0,0,0,1925248,0,,2023-01-25 00:00:00.000
26264,2023,Jaquelin Dalila,ROCOVICH,7,DIRECTOR GENERAL/ DIRECTOR DE LA PROCURACIÓN GENERAL,0,450000,0,0,0,0,500000,0,,2023-02-16 00:00:00.000
26233,2023,Aldo Oscar,CARIDI,19,TITULAR UNIDAD PROYECTOS ESPECIALES,504000,36958500,0,0,0,0,16000,0,,2023-02-17 00:00:00.000
26387,2023,Carlos Antonio,GARAVENTA,5,CARGO SUPERIOR A COMISARIO,690000,10000,0,0,0,0,180000,0,,2023-06-26 00:00:00.000
26671,2023,Fernando Adolfo,PORETTI,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,6678000,0,52150,0,0,22800000,0,,2023-03-26 00:00:00.000
26380,2023,Roxana Vanina,Natalino,1,NO APLICA,15000,9416875,0,0,0,0,20000,0,,2023-03-07 00:00:00.000
26683,2023,Agustin Federico,FOX,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),2900000,44633547,0,0,0,0,2897426,0,,2023-03-31 00:00:00.000
26751,2023,Irina,MORONI RAFFAGLIO,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),819000,1288004,0,0,0,0,873500,0,,2023-04-28 00:00:00.000
26787,2023,Adriana Mabel,SERCHENKO,1,NO APLICA,700000,40000,0,0,0,0,100000,0,,2023-04-13 00:00:00.000
26852,2023,Karina Patricia,SOTO,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),300000,3250000,0,56,0,0,1185500,0,,2023-05-12 00:00:00.000
27125,2023,Juan Pablo Mario,DELPINO,1,NO APLICA,140000,1733390,0,0,0,0,1557625,0,,2023-04-25 00:00:00.000
27170,2023,Claudio Marcelo,MUSELLA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),639000,0,0,0,0,0,50000,0,,2023-05-01 00:00:00.000
27175,2023,Sergio Hernan,BALERDI,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",0,200000,0,0,0,0,200000,0,,2023-05-02 00:00:00.000
27196,2023,Maria,NAVARRO O'CONNOR,1,NO APLICA,190000,895600,0,0,0,0,200000,0,,2023-05-09 00:00:00.000
27198,2023,Emmanuel Antonio,ANASTASI,1,NO APLICA,0,2500000,0,0,0,0,5000,0,,2023-05-29 00:00:00.000
27214,2023,Luz Maria,DOMINGUEZ,1,NO APLICA,3600000,441000,0,0,0,0,338000,0,,2023-05-10 00:00:00.000
27219,2023,Marta Soledad,TEALDO,1,NO APLICA,0,1050000,0,0,0,0,400000,0,,2023-05-11 00:00:00.000
27306,2023,Claudia Liliana,PUCHETA,1,NO APLICA,3976000,0,0,0,0,0,50000,0,,2023-05-18 00:00:00.000
27366,2023,Maria Fernanda,FERREYRO,5,CARGO SUPERIOR A COMISARIO,6300000,23355000,0,0,0,0,120000,0,,2023-05-24 00:00:00.000
27389,2023,Andrea Paola,IGLESIAS FURFARO,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",1000000,2030000,0,0,0,0,8000,0,,2023-06-22 00:00:00.000
27406,2023,Andrea Elizabeth,SCALA,2,ASESOR DE PLANTA DE GABINETE DE MINISTRO/ DE PROCURADOR GENERAL/ DE SÍNDICO GENERAL/DE PRESIDENTE DE COMUNA,0,0,0,0,0,0,10000,0,,2023-05-29 00:00:00.000
27418,2023,Carlos Eusebio,CORTES,1,NO APLICA,0,72000,0,0,0,0,63400,0,,2023-05-30 00:00:00.000
27466,2023,Catalina,SAENZ VALIENTE,1,NO APLICA,1,0,0,0,0,0,772500,0,,2023-07-04 00:00:00.000
27467,2023,Javier Alejandro,GUAYMAS,5,CARGO SUPERIOR A COMISARIO,151000,0,0,0,0,0,1307376,0,,2023-06-29 00:00:00.000
27473,2023,Walter Omar,CORREA,19,TITULAR UNIDAD PROYECTOS ESPECIALES,6900000,6101227,0,0,0,0,2000000,0,,2023-07-04 00:00:00.000
26816,2023,Alejandra Marcela,GONZALEZ,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),573300,587396,0,0,0,0,50000,0,,2023-04-18 00:00:00.000
27006,2023,Ignacio Joaquin,MORO,18,SUBSECRETARIO,2346952,14058000,0,870501,0,0,2183520,181863,,2023-06-29 00:00:00.000
27169,2023,Fernando Gabriel,SIMONELLI,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",735000,700000,0,0,0,0,18000,0,,2023-05-08 00:00:00.000
27186,2023,Marcelo Carlos,SEOANE,1,NO APLICA,7000000,2325000,0,0,0,0,50000,0,,2023-06-27 00:00:00.000
27226,2023,Marta Ines,STARCENBAUM BOUCHEZ,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),74618,12015750,0,0,0,0,6835200,0,,2023-05-21 00:00:00.000
27176,2023,Diego Sebastian,MARIAS,18,SUBSECRETARIO,3840000,15464844,0,0,0,0,50090,0,,2023-05-11 00:00:00.000
27288,2023,ROBERTO,PORZECANSKI KOHEN,18,SUBSECRETARIO,0,0,0,0,2418709,0,50000,0,,2023-06-03 00:00:00.000
27287,2023,Felix Gabriel,CALVIÑO,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),175000,0,0,0,0,0,10000,0,,2023-05-14 00:00:00.000
27293,2023,Damasia Maria,MALBRAN,7,DIRECTOR GENERAL/ DIRECTOR DE LA PROCURACIÓN GENERAL,0,0,0,0,0,0,790000,0,,2023-05-15 00:00:00.000
27310,2023,Nicolas,NAIDICH,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),77600,28147500,0,0,0,187796,407560,0,,2023-05-16 00:00:00.000
27328,2023,ALEJANDRO,FRANCESCHELLI,3,AUDITOR,508100,14782000,0,0,0,0,90000,0,,2023-07-09 00:00:00.000
27349,2023,Carolina,DOMINGUEZ BALANZAT,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),4690000,3150000,0,0,0,0,3697445,0,,2023-06-20 00:00:00.000
27387,2023,Gustavo,ARENGO PIRAGINE,18,SUBSECRETARIO,2589300,430000,10484,0,0,14814,21545172,0,,2023-05-28 00:00:00.000
27463,2023,Miguel Angel,OLIVERA,5,CARGO SUPERIOR A COMISARIO,0,35000,0,0,0,0,7610000,0,,2023-06-01 00:00:00.000
27482,2023,Christian Carlos,BUCCILLI,5,CARGO SUPERIOR A COMISARIO,35500,33950000,0,0,0,0,881000,0,,2023-06-29 00:00:00.000
27465,2023,Eduardo Patricio,VERTI,5,CARGO SUPERIOR A COMISARIO,396000,1366476,0,0,0,0,450000,0,,2023-06-29 00:00:00.000
27493,2023,Mariano Hernán,GARCIA AGUIRRE,5,CARGO SUPERIOR A COMISARIO,2072000,24000000,0,0,0,0,5810000,0,,2023-06-14 00:00:00.000
27507,2023,Diego Damian,MOSCHETTO,5,CARGO SUPERIOR A COMISARIO,3290000,220001,0,0,0,0,2639540,0,,2023-06-05 00:00:00.000
27516,2023,Nora Etel,HOCHBAUM,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,0,0,0,0,0,0,0,,2023-06-02 00:00:00.000
27517,2023,Gaston Eduardo,LEIVA,5,CARGO SUPERIOR A COMISARIO,1493450,930000,0,0,0,0,100000,0,,2023-06-05 00:00:00.000
27521,2023,María Mercedes,REBAYNERA,5,CARGO SUPERIOR A COMISARIO,78000,0,0,0,0,0,20000000,0,,2023-06-05 00:00:00.000
27527,2023,Sergio Ramón,PELOZO MARTINEZ,5,CARGO SUPERIOR A COMISARIO,500000,0,0,0,0,0,1024750,0,,2023-06-27 00:00:00.000
27528,2023,Mariano,UCCELLO,2,ASESOR DE PLANTA DE GABINETE DE MINISTRO/ DE PROCURADOR GENERAL/ DE SÍNDICO GENERAL/DE PRESIDENTE DE COMUNA,689000,46694900,0,0,0,14000,19480000,0,,2023-06-22 00:00:00.000
27353,2023,Alejandro Guido,MILETTI,1,NO APLICA,612000,120000,0,0,0,0,350000,0,,2023-06-09 00:00:00.000
26812,2023,Valentina,PAPES,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),1007001,975000,0,0,0,0,1065711,0,,2023-04-13 00:00:00.000
26469,2023,Alejandro Agustin,SUAREZ VELAZQUEZ,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",160000,0,0,0,0,0,126125,27187,,2023-04-12 00:00:00.000
26825,2023,Maria Teresita,VIDAL,7,DIRECTOR GENERAL/ DIRECTOR DE LA PROCURACIÓN GENERAL,5470600,9156428,441553,409638,200347,0,6948046,0,,2023-04-13 00:00:00.000
26948,2023,Maria Rosario,ANGELILLO,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,0,0,0,0,0,10000,0,,2023-04-25 00:00:00.000
27105,2023,Ignacio Gustavo,GRECO,7,DIRECTOR GENERAL/ DIRECTOR DE LA PROCURACIÓN GENERAL,1380000,890000,0,0,0,0,125000,57773,,2023-05-11 00:00:00.000
27177,2023,Marina Maria,VIGLIANI,1000,CONTROLADOR DE FALTAS,910000,9295000,0,0,0,0,8848000,0,,2023-05-12 00:00:00.000
27211,2023,Alejandro Nicolas,GERMINO,5,CARGO SUPERIOR A COMISARIO,90000,35000,0,0,0,0,350000,0,,2023-05-04 00:00:00.000
26608,2023,Claudio Esteban Marcelo,ZAPATA,5,CARGO SUPERIOR A COMISARIO,3600000,134000,0,0,0,0,1459000,0,,2023-06-05 00:00:00.000
27246,2023,Mariana,RAYNELI,1145,MIEMBRO DE JUNTA COMUNAL,0,0,0,0,0,0,2000,0,,2023-05-10 00:00:00.000
27299,2023,Maximiliano Federico,SCOCOZZA MEZA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),2330000,0,0,548960,0,0,20000,0,,2023-05-16 00:00:00.000
27311,2023,Waldo Ezequiel,WOLFF,16,SECRETARIO,2280000,483916,0,0,0,0,2764801,0,,2023-05-17 00:00:00.000
27352,2023,Veronica Paula,ABAD,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",1000000,250000,0,0,0,0,578540,0,,2023-05-23 00:00:00.000
27356,2023,Ruben Adalberto,RAJOY,1,NO APLICA,0,0,0,0,0,0,21901,0,,2023-05-23 00:00:00.000
27365,2023,Florencia Madelaine,VERDEROSA ROSES,1001,GERENTE / SUBGERENTE OPERATIVO,0,0,0,0,0,0,2800000,0,,2023-12-06 00:00:00.000
27358,2023,Roxana Claudia,MEDIN,1,NO APLICA,0,5152000,0,0,0,0,1000000,0,,2023-08-09 00:00:00.000
27402,2023,Martin,GARCIA SANTILLAN,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),2361000,3828000,0,0,0,0,13018080,0,,2023-05-30 00:00:00.000
27412,2023,Juan Patricio,BOYLE,1,NO APLICA,0,0,0,0,0,0,100000,0,,2023-05-29 00:00:00.000
27416,2023,Laura,DIAZ ALBERDI,2,ASESOR DE PLANTA DE GABINETE DE MINISTRO/ DE PROCURADOR GENERAL/ DE SÍNDICO GENERAL/DE PRESIDENTE DE COMUNA,805000,7159998,0,0,0,0,100000,0,,2023-05-30 00:00:00.000
27520,2023,Sol,DIAZ ORTIZ,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),275000,1,0,0,0,0,3988800,0,,2023-06-02 00:00:00.000
27489,2023,Mauro Adrian,BARZOLA,5,CARGO SUPERIOR A COMISARIO,3000000,0,0,0,0,0,4362500,0,,2023-06-04 00:00:00.000
27477,2023,Micaela Alejandra,CARDOZO,9,"INTEGRANTE  DE COMISIÓN EVALUADORA O DE COMISIÓN QUE APRUEBA PLIEGOS, PREADJUDICA, ADJUDICA O REDETERMINA PRECIOS",250000,0,0,0,0,0,80000,0,,2023-06-01 00:00:00.000
27490,2023,Graciela Norma,DEVITA,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),2000000,310000,0,0,0,0,400000,0,,2023-06-13 00:00:00.000
27501,2023,Javier Eduardo,PFUND,4,CARGO SUPERIOR A COMANDANTE (BOMBEROS),489000,3966250,0,0,0,0,100000,0,,2023-06-06 00:00:00.000
26758,2023,Juan Pablo,GUTIERREZ DIAZ,6,DIRECTOR GENERAL O EQUIVALENTE DEL PODER EJECUTIVO (INCLUYE EMPRESAS y entes descentralizados),0,0,0,0,0,0,0,0,,2023-04-05 00:00:00.000
